subject	relation	object	time_step	datetime
TENNESSEE	020 Appeal, not specified below	UNITED STATES	34380	2018-01-24 21:00
PRESIDENT	010 Make statement, not specified below	BLOGGER	13035	2018-01-10 01:15
GOVERNMENT	060 Engage in material cooperation, not specified below	DEPUTY	25065	2018-01-18 09:45
UNITED STATES	043 Host a visit	MEDIA	2625	2018-01-02 19:45
DANISH	173 Arrest, detain, or charge with legal action 	JOURNALIST	32520	2018-01-23 14:00
TURKEY	190 Use conventional military force, not specified below	MILITIA	32295	2018-01-23 10:15
AUSTRALIAN	110 Disapprove, not specified below	ADMINISTRATION	8640	2018-01-07 00:00
RUSSIA	130 Threaten, not specified below	NORTH KOREA	21465	2018-01-15 21:45
ISRAEL	010 Make statement, not specified below	UNITED STATES	23100	2018-01-17 01:00
PANAMANIAN	1722 Ban political parties or politicians	GOVERNMENT	27585	2018-01-20 03:45
AUSTRALIA	112 Accuse, not specified below	GOVERNMENT	20280	2018-01-15 02:00
OHIO	120 Reject, not specified below	POPULATION	13365	2018-01-10 06:45
MILITARY	203 Engage in ethnic cleansing	BUDDHIST	9075	2018-01-07 07:15
SYRIAN	040 Consult, not specified below	ISLAM	25380	2018-01-18 15:00
QATAR	016 Deny responsibility	ABDULLAH	19935	2018-01-14 20:15
BOMBAY	120 Reject, not specified below	HIGH COURT	27030	2018-01-19 18:30
SCIENTIST	071 Provide economic aid	IRELAND	34185	2018-01-24 17:45
IRELAND	080 Yield, not specified below 	NEW ZEALAND	22305	2018-01-16 11:45
MILITARY OFFICIAL	010 Make statement, not specified below	NIGERIA	4710	2018-01-04 06:30
UNITED KINGDOM	043 Host a visit	AIR FORCE	21450	2018-01-15 21:30
LIBYA	173 Arrest, detain, or charge with legal action 	MIGRANT	15750	2018-01-11 22:30
CLERGY	040 Consult, not specified below	BUSINESS	18060	2018-01-13 13:00
HAMAS	042 Make a visit	ISRAEL	15285	2018-01-11 14:45
UNITED STATES	190 Use conventional military force, not specified below	VIETNAM	14850	2018-01-11 07:30
PAKISTAN	190 Use conventional military force, not specified below	CIVILIAN	28665	2018-01-20 21:45
IRAN	043 Host a visit	IRAQ	5310	2018-01-04 16:30
JORDAN	162 Reduce or stop aid, not specified below	PAKISTAN	7590	2018-01-06 06:30
ISRAEL	010 Make statement, not specified below	NEIGHBORHOOD	15180	2018-01-11 13:00
MEXICAN	012 Make pessimistic comment	CRIMINAL	18270	2018-01-13 16:30
UNITED STATES	020 Appeal, not specified below	OBAMA	29970	2018-01-21 19:30
PRESIDENT	042 Make a visit	JUDICIARY	22410	2018-01-16 13:30
BEIJING	190 Use conventional military force, not specified below	AUTHORITIES	13800	2018-01-10 14:00
PUBLICATION	010 Make statement, not specified below	UNITED STATES	28230	2018-01-20 14:30
WASHINGTON	125 Reject proposal to meet, discuss, or negotiate	LAWMAKER	17550	2018-01-13 04:30
NIGERIA	042 Make a visit	ATIKU ABUBAKAR	34170	2018-01-24 17:30
THE UN	193 Fight with small arms and light weapons	IRAQ	32430	2018-01-23 12:30
OBAMA	0241 Appeal for change in leadership	RUSSIA	24195	2018-01-17 19:15
LEBANESE	020 Appeal, not specified below	PRESIDENT	2475	2018-01-02 17:15
AFGHAN	0841 Return, release person(s)	AFGHANISTAN	20925	2018-01-15 12:45
BOSTON	130 Threaten, not specified below	RESIDENTS	4545	2018-01-04 03:45
CAMBODIAN	042 Make a visit	CHINA	14565	2018-01-11 02:45
UNITED STATES	051 Praise or endorse	SENATE	12480	2018-01-09 16:00
GOVERNMENT	0233 Appeal for humanitarian aid	AFRICA	14955	2018-01-11 09:15
UNITED STATES	051 Praise or endorse	IRAN	5715	2018-01-04 23:15
UNITED STATES	010 Make statement, not specified below	LEGISLATURE	32790	2018-01-23 18:30
AUSTRALIA	040 Consult, not specified below	ACTOR	17790	2018-01-13 08:30
SRINAGAR	190 Use conventional military force, not specified below	CIVILIAN	23025	2018-01-16 23:45
UNITED STATES	100 Demand, not specified below	GOVERNOR	34485	2018-01-24 22:45
ITALY	070 Provide aid, not specified below	VILLAGE	45	2018-01-01 00:45
MINIST FOR SCIENCE	046 Engage in negotiation	LUCKNOW	27915	2018-01-20 09:15
QATAR	010 Make statement, not specified below	AL JAZEERA	23970	2018-01-17 15:30
BAHRAIN	112 Accuse, not specified below	SAUDI ARABIA	21150	2018-01-15 16:30
NIGERIA	046 Engage in negotiation	BANK	18360	2018-01-13 18:00
CRIMINAL	114 Complain officially 	AUTHORITIES	3180	2018-01-03 05:00
HASSAN	020 Appeal, not specified below	KENYAN	9540	2018-01-07 15:00
UNITED STATES	052 Defend verbally	TREASURY SECRETARY	23100	2018-01-17 01:00
THAI	051 Praise or endorse	LONDON	16185	2018-01-12 05:45
ITALY	046 Engage in negotiation	PROFESSOR	26655	2018-01-19 12:15
ADMINISTRATION	036 Express intent to meet or negotiate	UNITED STATES	32295	2018-01-23 10:15
SOUTH KOREA	012 Make pessimistic comment	BRITISH	22500	2018-01-16 15:00
KIEV	051 Praise or endorse	RUSSIA	26760	2018-01-19 14:00
REFORMIST	0841 Return, release person(s)	IRAN	20265	2018-01-15 01:45
PRIME MINISTER	010 Make statement, not specified below	OUTLAW	32415	2018-01-23 12:15
CLERIC	173 Arrest, detain, or charge with legal action 	ACTIVIST	3060	2018-01-03 03:00
TELEVISION	051 Praise or endorse	ACTOR	10590	2018-01-08 08:30
OHIO	173 Arrest, detain, or charge with legal action 	ASSOCIATED PRESS	12975	2018-01-10 00:15
ISRAEL	010 Make statement, not specified below	UNITED STATES	24180	2018-01-17 19:00
MALAYSIAN	051 Praise or endorse	MALAYSIA	6375	2018-01-05 10:15
THE WHITE HOUSE	160 Reduce relations, not specified below	VOTER	13800	2018-01-10 14:00
SYRIAN	010 Make statement, not specified below	MILITARY	20070	2018-01-14 22:30
CHRISTIAN	051 Praise or endorse	RUSSIAN	30240	2018-01-22 00:00
CHINA	120 Reject, not specified below	RICHARD GORDON	22005	2018-01-16 06:45
KING	010 Make statement, not specified below	SCHOOL	5880	2018-01-05 02:00
DALIT	190 Use conventional military force, not specified below	PUNE	2115	2018-01-02 11:15
KANO	042 Make a visit	HOSPITAL	26910	2018-01-19 16:30
CANADA	0874 Retreat or surrender militarily	POLICE	26085	2018-01-19 02:45
PRIEST	042 Make a visit	CEBU	33750	2018-01-24 10:30
US OFFICIAL	010 Make statement, not specified below	GHANA	11970	2018-01-09 07:30
GOVERNMENT	172 Impose administrative sanctions, not specified below	BRITISH	30735	2018-01-22 08:15
BELIZE	057 Sign formal agreement	MAGISTRATE	7440	2018-01-06 04:00
DEPARTMENT OF AGRICULTURE	010 Make statement, not specified below	PRODUCER	14445	2018-01-11 00:45
INTELLIGENCE	112 Accuse, not specified below	HAFIZ SAEED	24210	2018-01-17 19:30
PAKISTAN	070 Provide aid, not specified below	UNITED STATES	1035	2018-01-01 17:15
CANADA	020 Appeal, not specified below	CANADIAN	24255	2018-01-17 20:15
PROVIDENCE	173 Arrest, detain, or charge with legal action 	PROSECUTOR	18045	2018-01-13 12:45
UNITED STATES	020 Appeal, not specified below	TRAVELER	4815	2018-01-04 08:15
ATTORNEY	173 Arrest, detain, or charge with legal action 	UNITED STATES	11415	2018-01-08 22:15
HOSPITAL	036 Express intent to meet or negotiate	INDIANAPOLIS	5610	2018-01-04 21:30
UNSC	030 Express intent to cooperate, not specified below	GOVERNMENT	21150	2018-01-15 16:30
COMMUNITY	190 Use conventional military force, not specified below	GOVERNMENT	5760	2018-01-05 00:00
DEFENSE LAWYER	010 Make statement, not specified below	UNITED STATES	27435	2018-01-20 01:15
DISTRICT COMMISSIONER	043 Host a visit	BANGLADESH	7245	2018-01-06 00:45
MANCHESTER	120 Reject, not specified below	ARMENIA	22485	2018-01-16 14:45
PAKISTAN	190 Use conventional military force, not specified below	LAWYER	31005	2018-01-22 12:45
HANOI	046 Engage in negotiation	PRESIDENT	13905	2018-01-10 15:45
SENATOR	036 Express intent to meet or negotiate	PRESIDENT	22830	2018-01-16 20:30
JAPAN	061 Cooperate economically	CHINA	30525	2018-01-22 04:45
LAWYER	036 Express intent to meet or negotiate	SAINT	13155	2018-01-10 03:15
TALLINN	010 Make statement, not specified below	LATVIA	18540	2018-01-13 21:00
COMPANY	120 Reject, not specified below	PENNSYLVANIA	21915	2018-01-16 05:15
GOOGLE	020 Appeal, not specified below	COMPANY	21555	2018-01-15 23:15
EUROPEAN	033 Express intent to provide matyerial aid, not specified below	COMPANY	12180	2018-01-09 11:00
LIBYA	190 Use conventional military force, not specified below	LIBYAN	21000	2018-01-15 14:00
BUSINESS	042 Make a visit	MILWAUKEE	24225	2018-01-17 19:45
LEGISLATURE	190 Use conventional military force, not specified below	UNITED STATES	6930	2018-01-05 19:30
WASHINGTON	040 Consult, not specified below	MEXICO	16965	2018-01-12 18:45
CANADA	130 Threaten, not specified below	POLICE	9765	2018-01-07 18:45
SCHOOL	046 Engage in negotiation	SWITZERLAND	25845	2018-01-18 22:45
FRANCE	110 Disapprove, not specified below	AFRICA	22815	2018-01-16 20:15
MAYOR	111 Criticize or denounce 	SENA	31875	2018-01-23 03:15
TRINIDAD	042 Make a visit	NIAGARA FALLS	6630	2018-01-05 14:30
UNITED STATES	020 Appeal, not specified below	RUSSIA	3900	2018-01-03 17:00
IRAN	112 Accuse, not specified below	PRESIDENT	13275	2018-01-10 05:15
VMWARE	013 Make optimistic comment	CHINESE	32790	2018-01-23 18:30
COLLEGE	012 Make pessimistic comment	SENATE	33360	2018-01-24 04:00
UNIVERSITY	043 Host a visit	OHIO	18480	2018-01-13 20:00
UNITED STATES	020 Appeal, not specified below	NEW ZEALAND	15495	2018-01-11 18:15
GOVERNOR	020 Appeal, not specified below	INSPECTOR GENERAL	33240	2018-01-24 02:00
FEDERAL JUDGE	120 Reject, not specified below	LAWMAKER	22800	2018-01-16 20:00
UTAH	036 Express intent to meet or negotiate	LEGISLATURE	12975	2018-01-10 00:15
ALGERIA	195 Employ aerial weapons	BENGHAZI	34350	2018-01-24 20:30
DETECTIVE	130 Threaten, not specified below	CRIMINAL	135	2018-01-01 02:15
UNITED STATES	017 Engage in symbolic act	UNIVERSITY	13575	2018-01-10 10:15
PAKISTAN	042 Make a visit	COMMANDER	31290	2018-01-22 17:30
RUSSIAN	042 Make a visit	VLADIMIR PUTIN	14085	2018-01-10 18:45
MINNESOTA	040 Consult, not specified below	PRODUCER	25425	2018-01-18 15:45
UNITED KINGDOM	030 Express intent to cooperate, not specified below	SCOTTISH	25185	2018-01-18 11:45
GERMAN	012 Make pessimistic comment	IRAN	28065	2018-01-20 11:45
QATAR	071 Provide economic aid	EXTREMIST	22230	2018-01-16 10:30
MARAUDER	112 Accuse, not specified below	POLICE	7065	2018-01-05 21:45
AUSTRALIA	180 Use unconventional violence, not specified below	POLICE OFFICER	20520	2018-01-15 06:00
PAKISTAN	1014 Demand intelligence cooperation	HIGH COURT	23850	2018-01-17 13:30
BISHOP	133 Threaten political dissent, protest	MICHELLE BACHELET	21990	2018-01-16 06:30
DAVOS	036 Express intent to meet or negotiate	WASHINGTON	15660	2018-01-11 21:00
NORWAY	060 Engage in material cooperation, not specified below	SERBIA	15270	2018-01-11 14:30
SAMSUNG	030 Express intent to cooperate, not specified below	QUALCOMM	24255	2018-01-17 20:15
RUSSIAN	030 Express intent to cooperate, not specified below	CANADIAN	32520	2018-01-23 14:00
COMPANY	073 Provide humanitarian aid	UNITED STATES	23985	2018-01-17 15:45
CRIMINAL	112 Accuse, not specified below	UNITED STATES	16770	2018-01-12 15:30
SCHOOL	017 Engage in symbolic act	IRELAND	20940	2018-01-15 13:00
YEREVAN	042 Make a visit	PARIS	14895	2018-01-11 08:15
CZECH REPUBLIC	128 Defy norms, law	EUROPEAN COMMISSION	9615	2018-01-07 16:15
AFGHAN	111 Criticize or denounce 	GUERILLA	30195	2018-01-21 23:15
TEHRAN	043 Host a visit	UNIVERSITY	11940	2018-01-09 07:00
POLICE	173 Arrest, detain, or charge with legal action 	EMPLOYEE	24855	2018-01-18 06:15
REUTERS	030 Express intent to cooperate, not specified below	UNITED STATES	16950	2018-01-12 18:30
CANADIAN	010 Make statement, not specified below	CANADA	11685	2018-01-09 02:45
UNITED STATES	051 Praise or endorse	MILITARY	32880	2018-01-23 20:00
EUROPEAN	010 Make statement, not specified below	UNITED STATES	18210	2018-01-13 15:30
PARLIAMENT	182 Physically assault, not specified below	POLICE	2760	2018-01-02 22:00
DIPLOMAT	020 Appeal, not specified below	RIGHTS GROUP	14715	2018-01-11 05:15
SOUTH KOREA	051 Praise or endorse	SERBIA	31830	2018-01-23 02:30
MINIST	051 Praise or endorse	SACRAMENTO	21585	2018-01-15 23:45
INDUSTRY MINIST	036 Express intent to meet or negotiate	WORLD ECONOMIC FORUM	30525	2018-01-22 04:45
UNITED STATES	051 Praise or endorse	IRANIAN	34110	2018-01-24 16:30
A US	040 Consult, not specified below	IRANIAN	16890	2018-01-12 17:30
JORDAN	043 Host a visit	VILLAGE	17070	2018-01-12 20:30
JAKARTA	043 Host a visit	PHILIPPINE	28305	2018-01-20 15:45
KAZAKHSTAN	036 Express intent to meet or negotiate	TRAVELLER	33450	2018-01-24 05:30
BUSINESS	190 Use conventional military force, not specified below	SIOUX	34365	2018-01-24 20:45
UNITED STATES	160 Reduce relations, not specified below	DEFENSE SECRETARY	27615	2018-01-20 04:15
POLICE	046 Engage in negotiation	PROSECUTOR	7200	2018-01-06 00:00
POLICE	173 Arrest, detain, or charge with legal action 	GREECE	22410	2018-01-16 13:30
POLICE	193 Fight with small arms and light weapons	HOUSTON	2490	2018-01-02 17:30
WEBSITE	043 Host a visit	LUCKNOW	6105	2018-01-05 05:45
SCHOOL	043 Host a visit	MUNDA	22605	2018-01-16 16:45
IOWA	020 Appeal, not specified below	BUSINESS	25545	2018-01-18 17:45
EUROPEAN	174 Expel or deport individuals	TURKEY	15255	2018-01-11 14:15
EL SALVADOR	043 Host a visit	GUATEMALA	5145	2018-01-04 13:45
CHINA	012 Make pessimistic comment	WORKER	20190	2018-01-15 00:30
THE WHITE HOUSE	111 Criticize or denounce 	TABLOID	5130	2018-01-04 13:30
HOUSE SPEAKER	014 Consider policy option	UNITED STATES	23340	2018-01-17 05:00
TANZANIA	030 Express intent to cooperate, not specified below	RWANDA	21000	2018-01-15 14:00
POLICE	172 Impose administrative sanctions, not specified below	DRUG PEDDLER	1170	2018-01-01 19:30
CHINESE	100 Demand, not specified below	EUROPEAN	31185	2018-01-22 15:45
NETFLIX	036 Express intent to meet or negotiate	BARACK OBAMA	6900	2018-01-05 19:00
UNITED STATES	172 Impose administrative sanctions, not specified below	OBAMA	18165	2018-01-13 14:45
GOOGLE	090 Investigate, not specified below	MANDALAY	27765	2018-01-20 06:45
UNITED STATES	040 Consult, not specified below	BARACK OBAMA	7260	2018-01-06 01:00
SECRETARY OF THE TREASURY	071 Provide economic aid	UNITED STATES	4065	2018-01-03 19:45
ADMINISTRATION	071 Provide economic aid	GAZA	21420	2018-01-15 21:00
CIVIL SOCIETY	020 Appeal, not specified below	GOVERNOR	33105	2018-01-23 23:45
COMPANY	100 Demand, not specified below	ARUBA	12915	2018-01-09 23:15
SOUTH KOREA	030 Express intent to cooperate, not specified below	UNITED STATES	15465	2018-01-11 17:45
OCCUPIED TERRITORIES	051 Praise or endorse	SYRIA	26670	2018-01-19 12:30
EMPLOYEE	090 Investigate, not specified below	BUSINESS	29910	2018-01-21 18:30
FEDERAL COURT	173 Arrest, detain, or charge with legal action 	UNITED STATES	17415	2018-01-13 02:15
UNITED STATES	071 Provide economic aid	GOVERNMENT	27525	2018-01-20 02:45
BUSINESS	046 Engage in negotiation	PRESIDENT	4290	2018-01-03 23:30
LEBANON	040 Consult, not specified below	SYRIA	15135	2018-01-11 12:15
ISLAMABAD	190 Use conventional military force, not specified below	DISSENTER	28875	2018-01-21 01:15
FULANI	1124 Accuse of war crimes	GOVERNMENT	23670	2018-01-17 10:30
STATE ASSEMBLY	051 Praise or endorse	GOVERNOR	16860	2018-01-12 17:00
UNITED STATES	100 Demand, not specified below	INDUSTRY	14655	2018-01-11 04:15
MINSK	013 Make optimistic comment	JOURNALIST	26805	2018-01-19 14:45
PRESIDENT	010 Make statement, not specified below	COMPANY	31080	2018-01-22 14:00
YEREVAN	042 Make a visit	CITIZEN	32400	2018-01-23 12:00
MINIST	112 Accuse, not specified below	UNITED KINGDOM	22170	2018-01-16 09:30
ADMINISTRATION	018 Make empathetic comment	AMERICAN	23925	2018-01-17 14:45
UNITED STATES	040 Consult, not specified below	CIVIL SOCIETY	2445	2018-01-02 16:45
SEOUL	046 Engage in negotiation	THE US	26445	2018-01-19 08:45
RETIRED	031 Express intent to engage in material cooperation,  not specified below	CAPTAIN	3855	2018-01-03 16:15
HAMAS	036 Express intent to meet or negotiate	MANAMA	11730	2018-01-09 03:30
MILITARY	150 Demonstrate military or police power, not specified below	MINDANAO	26940	2018-01-19 17:00
IRAQ	042 Make a visit	TEHRAN	29475	2018-01-21 11:15
MINIST	010 Make statement, not specified below	PAKISTAN	13740	2018-01-10 13:00
LONDON	020 Appeal, not specified below	MAYOR	11520	2018-01-09 00:00
SAUDI ARABIA	013 Make optimistic comment	REUTERS	31890	2018-01-23 03:30
MANILA	110 Disapprove, not specified below	HOUSE SPEAKER	4665	2018-01-04 05:45
CORRESPONDENT	040 Consult, not specified below	GERMANY	19815	2018-01-14 18:15
SOCIAL WELFARE MINIST	040 Consult, not specified below	BANGLADESH	5055	2018-01-04 12:15
PRISON	015 Acknowledge or claim responsibility	CRIMINAL	32430	2018-01-23 12:30
EUROPEAN	031 Express intent to engage in material cooperation,  not specified below	ITALIAN	27000	2018-01-19 18:00
UNITED STATES	020 Appeal, not specified below	POLICE	30450	2018-01-22 03:30
PRIME MINISTER	030 Express intent to cooperate, not specified below	PAKISTAN	5175	2018-01-04 14:15
COMMUNITY	040 Consult, not specified below	AUSTRALIA	20355	2018-01-15 03:15
UNITED KINGDOM	042 Make a visit	IRELAND	7965	2018-01-06 12:45
POLICE	173 Arrest, detain, or charge with legal action 	MAGAZINE	29985	2018-01-21 19:45
CANADA	010 Make statement, not specified below	JUDAISM	14115	2018-01-10 19:15
COMMUNITY	043 Host a visit	SCHOOL	2115	2018-01-02 11:15
UNITED STATES	112 Accuse, not specified below	BARACK OBAMA	2880	2018-01-03 00:00
BRUSSELS	042 Make a visit	MOSCOW	14985	2018-01-11 09:45
EUROPEAN	010 Make statement, not specified below	BUSINESS	33570	2018-01-24 07:30
BHUTAN	0841 Return, release person(s)	STUDENT	3285	2018-01-03 06:45
CHILE	042 Make a visit	PERU	13950	2018-01-10 16:30
LAWYER	030 Express intent to cooperate, not specified below	GOVERNOR	16035	2018-01-12 03:15
CHINA	170 Coerce, not specified below 	CANADIAN	16695	2018-01-12 14:15
RUSSIA	080 Yield, not specified below 	UKRAINIAN	19575	2018-01-14 14:15
MYANMAR	017 Engage in symbolic act	KACHIN	6945	2018-01-05 19:45
BLOGGER	040 Consult, not specified below	SAUDI	12195	2018-01-09 11:15
KENYA	020 Appeal, not specified below	NASA	23580	2018-01-17 09:00
PROSECUTOR	084 Return, release, not specified below	POLICE	18300	2018-01-13 17:00
BUFFALO	036 Express intent to meet or negotiate	VILLAGE	24645	2018-01-18 02:45
LEBANON	112 Accuse, not specified below	SYRIA	29295	2018-01-21 08:15
SOUTH SUDAN	010 Make statement, not specified below	KENYA	33450	2018-01-24 05:30
CANADA	080 Yield, not specified below 	WASHINGTON	8955	2018-01-07 05:15
UNITED STATES	043 Host a visit	BUSINESS	8235	2018-01-06 17:15
MANUFACTURER	040 Consult, not specified below	PRESIDENT	8625	2018-01-06 23:45
DALLAS	173 Arrest, detain, or charge with legal action 	PRISON	4245	2018-01-03 22:45
UNITED STATES	051 Praise or endorse	JAMES SMITH	26115	2018-01-19 03:15
PRIME MINISTER	020 Appeal, not specified below	ALBANIAN	16950	2018-01-12 18:30
ARMENIAN	051 Praise or endorse	HEAD OF STATE	26550	2018-01-19 10:30
KABUL	190 Use conventional military force, not specified below	GUNMEN	29415	2018-01-21 10:15
UNITED KINGDOM	040 Consult, not specified below	COMPANY	12030	2018-01-09 08:30
BRAZIL	0311 Express intent to cooperate economically	PRODUCER	22470	2018-01-16 14:30
SIERRA LEONE	173 Arrest, detain, or charge with legal action 	POLICE	25320	2018-01-18 14:00
NORTH KOREA	046 Engage in negotiation	UNITED STATES	6855	2018-01-05 18:15
UNITED STATES	057 Sign formal agreement	BUSINESS	11640	2018-01-09 02:00
BUFFALO	164 Halt negotiations	NEIGHBORHOOD	21135	2018-01-15 16:15
ISRAELI	090 Investigate, not specified below	WEST BANK	27135	2018-01-19 20:15
VENEZUELA	042 Make a visit	VALENCIA	12540	2018-01-09 17:00
KARACHI	042 Make a visit	HASSAN	21090	2018-01-15 15:30
EDUCATION MINIST	1712 Destroy property	SCHOOL	12585	2018-01-09 17:45
NIGERIAN	020 Appeal, not specified below	ADMINISTRATION	28485	2018-01-20 18:45
